,City,Country,Date,Lat,Lng,Cloudiness %,Humidity %,Max temp (F),Wind speed (mph)
294,Bayir,TR,1658532272,37.2687,28.2167,0,36,72.12,6.06
295,Zhezkazgan,KZ,1658532272,47.8043,67.7144,28,33,70.88,8.08
296,Camaná,PE,1658532273,-16.6228,-72.7111,76,85,60.26,4.5
297,Bābai,IN,1658532273,22.7,77.9333,100,98,74.97,4.0
298,Hofn,IS,1658532273,64.2539,-15.2082,58,91,51.94,6.38
299,Provideniya,RU,1658532274,64.3833,-173.3,76,79,46.24,6.85
300,Anloga,GH,1658532274,5.7947,0.8973,53,86,75.47,12.59
301,Tiarei,PF,1658532275,-17.5333,-149.3333,14,78,84.22,7.67
302,Lakatoro,VU,1658532275,-16.0999,167.4164,77,81,80.89,13.33
303,Fairbanks,US,1658532002,64.8378,-147.7164,100,64,62.56,6.91
304,Severo-Kuril'sk,RU,1658531980,50.6789,156.125,52,90,55.47,6.38
305,Nampula,MZ,1658532276,-15.1165,39.2666,75,94,66.15,3.44
306,Aykhal,RU,1658532276,66.0,111.5,8,69,61.47,4.0
307,San Nicolas,PH,1658532276,18.1725,120.5953,20,89,80.51,6.91
308,Moerai,PF,1658532277,-22.4333,-151.3333,88,61,73.27,11.36
309,Valdivia,CL,1658532277,-39.8142,-73.2459,100,97,53.69,10.83
310,Murmashi,RU,1658532277,68.8154,32.8115,21,100,43.21,2.24
311,Sokoni,TZ,1658532278,-6.4333,39.55,2,78,75.13,16.08
312,Port Lincoln,AU,1658532278,-34.7333,135.8667,41,76,52.2,5.64
313,Gimli,CA,1658532279,50.6336,-96.9907,35,61,72.21,7.25
314,Buraidah,SA,1658532279,26.326,43.975,32,13,88.25,8.19
315,Salinas,US,1658532244,36.6777,-121.6555,0,58,98.56,14.97
316,Yangi Marg`ilon,UZ,1658532280,40.4272,71.7189,0,41,77.72,4.61
317,Rindal,NO,1658532280,63.0565,9.2124,84,91,47.8,5.21
318,Halifax,CA,1658532097,44.6453,-63.5724,20,78,84.09,5.75
319,Walvis Bay,NA,1658532280,-22.9575,14.5053,0,77,58.15,8.05
320,Lompoc,US,1658532061,34.6391,-120.4579,0,73,73.85,24.0
321,Elizabeth City,US,1658532262,36.2946,-76.2511,0,67,91.42,8.05
322,Fortuna,US,1658532281,40.5982,-124.1573,6,70,68.94,4.0
323,Maceió,BR,1658532096,-9.6658,-35.7353,100,88,74.64,4.61
324,Dukat,RU,1658532281,62.55,155.55,67,39,57.51,5.44
325,Colac,AU,1658532282,-38.3333,143.5833,100,95,50.83,6.58
326,Jutaí,BR,1658532282,-5.1833,-68.9,89,97,74.52,1.16
327,Eydhafushi,MV,1658532282,5.1033,73.0708,100,75,81.72,16.8
328,Adrar,MR,1658532283,20.5022,-10.0711,41,46,87.73,19.51
329,Middelburg,ZA,1658532283,-25.7751,29.4648,99,73,54.16,8.57
330,Bacabal,BR,1658532284,-4.2917,-44.7917,71,53,81.5,2.01
331,Gacko,BA,1658532284,43.1672,18.5353,0,50,65.52,3.22
332,Tommot,RU,1658532284,58.9564,126.2925,100,66,75.06,0.85
333,Port Moresby,PG,1658532285,-9.4431,147.1797,75,83,80.02,11.5
334,Caconda,AO,1658532285,-13.7333,15.0667,28,34,57.83,3.13
335,Dindori,IN,1658532285,22.95,81.0833,100,94,73.92,0.89
336,Caniço,PT,1658532286,32.6333,-16.85,20,79,71.71,20.71
337,Navrongo,GH,1658532286,10.8956,-1.0921,99,88,76.06,5.21
338,Anadyr,RU,1658532287,64.75,177.4833,75,70,48.7,8.95
339,Blagoyevo,RU,1658532287,63.3667,47.9167,59,67,60.62,5.75
340,Paamiut,GL,1658532287,61.994,-49.6678,6,85,46.0,10.63
341,Youkounkoun,GN,1658532288,12.5333,-13.1333,100,99,73.81,4.47
342,Tuy Hoa,VN,1658532054,13.0833,109.3,99,88,76.24,2.95
343,Ilulissat,GL,1658532288,69.2167,-51.1,75,93,50.02,6.91
344,Umba,RU,1658532289,66.6871,34.3429,94,95,56.3,5.82
345,Lashio,MM,1658532289,22.9333,97.75,97,99,67.28,0.94
346,Suleja,NG,1658532289,9.1758,7.1808,100,98,70.34,2.8
347,Jumla,NP,1658532290,29.2747,82.1838,100,96,62.82,0.6
348,Asău,RO,1658532290,46.4333,26.4,6,81,68.95,3.69
349,Port Blair,IN,1658532290,11.6667,92.75,75,100,77.04,2.3
350,Tura,IN,1658532258,25.5198,90.2201,98,92,74.84,3.33
351,Maltahöhe,NA,1658532291,-24.8333,16.9833,2,34,54.5,4.07
352,Along,IN,1658532291,28.1667,94.7667,100,87,74.89,1.97
353,Rio Verde de Mato Grosso,BR,1658532292,-18.9181,-54.8442,8,32,77.99,3.0
354,Bubaque,GW,1658532292,11.2833,-15.8333,100,87,78.48,18.79
355,Burnie,AU,1658532060,-41.0667,145.9167,100,84,54.95,13.13
356,Monywa,MM,1658532293,22.1167,95.1333,100,82,79.3,8.61
357,Mossamedes,AO,1658532293,-15.1961,12.1522,4,82,62.65,3.96
358,Port Shepstone,ZA,1658532293,-30.7414,30.455,0,72,63.97,6.51
359,Canutama,BR,1658532294,-6.5339,-64.3831,78,71,79.0,2.13
360,Marfino,RU,1658532294,55.7028,37.3822,0,66,65.95,6.71
361,Husavik,IS,1658532294,66.0449,-17.3389,28,90,48.25,4.32
362,Broome,US,1658532295,42.2506,-75.833,20,68,82.78,1.99
363,Pacific Grove,US,1658532294,36.6177,-121.9166,0,74,89.38,10.36
364,Cabedelo,BR,1658532011,-6.9811,-34.8339,95,80,74.07,13.6
365,Kiryat Gat,IL,1658532063,31.61,34.7642,1,100,77.68,1.61
366,Tomball,US,1658532084,30.0972,-95.6161,0,77,84.15,9.22
367,Cravo Norte,CO,1658532296,6.3017,-70.2041,83,85,78.57,6.13
368,Krasnoborsk,RU,1658532296,61.5598,45.934,69,84,61.16,4.25
369,Key West,US,1658532209,24.5557,-81.7826,20,67,91.4,9.22
370,Lebu,CL,1658532143,-37.6167,-73.65,100,97,53.28,12.17
371,Krasnovishersk,RU,1658532297,60.4078,57.082,17,68,47.21,3.58
372,Aksarka,RU,1658532297,66.5606,67.7975,100,92,46.22,5.61
373,Fare,PF,1658532298,-16.7,-151.0167,9,75,77.92,9.51
374,Kampli,IN,1658532298,15.4,76.6167,100,80,75.99,10.58
375,Sept-Îles,CA,1658532298,50.2001,-66.3821,75,94,65.05,2.3
376,Palana,RU,1658532299,59.1167,159.9667,20,55,57.47,6.87
377,Herenthout,BE,1658532299,51.1381,4.7573,96,85,63.0,6.8
378,Astoria,US,1658532138,46.1879,-123.8313,75,75,66.43,13.8
379,Tevaitoa,PF,1658532300,-16.7833,-151.5,20,75,77.99,9.57
380,Rocha,UY,1658532266,-34.4833,-54.3333,32,97,51.4,3.91
381,Kenai,US,1658532041,60.5544,-151.2583,0,68,62.02,17.27
382,Chum Phae,TH,1658532300,16.5443,102.0992,100,92,74.26,2.71
383,Sampit,ID,1658532300,-2.5333,112.95,71,98,73.92,1.43
384,Locri,IT,1658532301,38.2414,16.2623,0,62,78.31,10.02
385,Emerald,AU,1658532237,-23.5333,148.1667,0,69,60.35,15.66
386,Muisne,EC,1658532301,0.6,-80.0333,96,81,73.42,9.98
387,Témiscaming,CA,1658532302,46.7212,-79.0971,64,44,78.31,8.05
388,Sopot,PL,1658532302,54.4418,18.56,20,91,65.71,3.44
389,Peniche,PT,1658532303,39.3558,-9.3811,1,92,66.29,15.21
390,Yumen,CN,1658532303,40.2833,97.2,0,16,74.17,9.95
391,Cortez,US,1658532303,37.3489,-108.5859,0,16,99.36,10.36
392,Serenje,ZM,1658532304,-13.2325,30.2352,21,70,53.87,5.93
393,Portland,US,1658532199,45.5234,-122.6762,20,52,80.91,10.36
394,Skjervøy,NO,1658532304,70.0311,20.9714,100,81,51.8,15.73
395,Machalí,CL,1658532305,-34.1833,-70.6667,8,56,54.93,2.46
396,Innisfail,AU,1658532305,-17.5333,146.0333,7,69,68.47,6.33
397,Chissamba,AO,1658532305,-12.1667,17.3333,23,35,61.56,3.18
398,Naliya,IN,1658532307,23.2667,68.8333,100,85,81.77,17.22
399,Dingzhou,CN,1658532307,38.5131,114.9956,92,77,73.51,5.12
400,Malakal,SS,1658532308,9.5334,31.6605,95,79,76.12,3.76
401,Te Anau,NZ,1658532308,-45.4167,167.7167,58,86,38.62,1.59
402,Yar-Sale,RU,1658532308,66.8333,70.8333,100,95,44.65,14.41
403,Namatanai,PG,1658532309,-3.6667,152.4333,10,64,83.17,6.71
404,Lebyazh'ye,RU,1658532309,55.2689,66.4947,36,92,56.5,7.18
405,Laas,IT,1658532135,46.6166,10.7002,90,81,72.48,3.36
406,Ayan,RU,1658532310,56.45,138.1667,39,83,61.12,9.78
407,Sebrovo,RU,1658532310,50.0981,43.2976,85,92,61.83,3.33
408,Veshenskaya,RU,1658532310,49.6303,41.7334,100,79,61.07,4.09
409,Whitecourt,CA,1658532311,54.1502,-115.6855,75,35,72.64,8.05
410,Kurayoshi,JP,1658532311,35.4333,133.8167,67,87,76.91,6.22
411,Tazovsky,RU,1658532311,67.4667,78.7,100,96,45.54,10.09
412,Okhotsk,RU,1658532312,59.3833,143.3,92,77,63.21,3.98
413,Huarmey,PE,1658532312,-10.0681,-78.1522,10,82,63.73,10.04
414,Tshane,BW,1658532312,-24.0196,21.8684,44,45,59.02,10.13
415,Bosaso,SO,1658532313,11.2842,49.1816,46,43,88.56,23.42
416,Kailua,US,1658532205,21.4022,-157.7394,40,68,89.58,13.8
417,Vestmannaeyjar,IS,1658532313,63.4427,-20.2734,100,90,51.31,2.73
418,Salāya,IN,1658532314,22.3167,69.6,98,83,81.43,18.21
419,Doha,QA,1658532314,25.2867,51.5333,0,77,93.51,3.44
420,Sānchor,IN,1658532314,24.7553,71.7722,96,84,82.36,15.03
421,Guiyang,CN,1658532315,26.5833,106.7167,20,88,72.09,6.71
422,Thinadhoo,MV,1658532166,0.5333,72.9333,100,79,79.61,8.34
423,Polis,CY,1658532315,35.0367,32.4264,0,58,75.02,2.57
424,Catuday,PH,1658532316,16.2923,119.8062,2,80,80.82,5.84
425,Totskoye,RU,1658532316,52.5248,52.7623,91,69,66.54,7.31
426,Soe,ID,1658532316,-9.8607,124.284,84,84,60.46,3.62
427,Manokwari,ID,1658532317,-0.8667,134.0833,47,72,81.23,5.26
428,Kiama,AU,1658532317,-34.6833,150.8667,86,91,59.0,1.99
429,Tiksi,RU,1658532318,71.6872,128.8694,87,80,46.4,7.4
430,Pahlgām,IN,1658532318,34.0333,75.3333,100,97,63.37,2.8
431,Korla,CN,1658532214,41.7597,86.1469,0,25,78.58,4.07
432,Belmonte,BR,1658532319,-15.8631,-38.8828,29,83,71.78,8.55
433,Codrington,AU,1658532296,-38.2667,141.9667,100,94,51.04,11.16
434,Port Pirie,AU,1658532319,-33.1833,138.0167,25,70,55.85,6.51
435,Bloemhof,ZA,1658532319,-27.6469,25.607,78,53,57.25,7.54
436,Statesville,US,1658532320,35.7826,-80.8873,0,62,91.26,4.61
437,Saint-Leu,RE,1658532320,-21.15,55.2833,3,72,69.31,0.56
438,Akdepe,TM,1658532320,42.0551,59.3788,2,19,84.29,8.01
439,Pala,TD,1658532321,9.3642,14.9046,98,96,71.13,2.35
440,Icod de los Vinos,ES,1658532321,28.3724,-16.7119,40,62,74.34,13.78
441,Sørkjosen,NO,1658532321,69.8,20.9333,100,93,51.8,1.14
442,Camacha,PT,1658532293,33.0833,-16.3333,75,73,67.42,10.36
443,Berlevåg,NO,1658532322,70.8578,29.0864,75,82,53.4,17.27
444,Saint-Pierre,RE,1658532322,-21.3393,55.4781,0,71,69.91,9.22
445,Iwanai,JP,1658532322,42.9744,140.5089,100,99,67.73,3.74
446,Goba,ET,1658532323,7.0167,39.9833,40,91,49.35,3.67
447,Milos,GR,1658532323,36.75,24.4333,0,76,74.5,11.56
448,Anchorage,US,1658532139,61.2181,-149.9003,100,78,56.75,9.22
449,Oussouye,SN,1658532063,12.485,-16.5469,100,92,76.89,14.79
450,Murray Bridge,AU,1658532324,-35.1167,139.2667,98,84,53.33,6.24
451,Morant Bay,JM,1658532324,17.8815,-76.4093,8,77,85.62,11.63
452,Denpasar,ID,1658532154,-8.65,115.2167,40,83,78.46,12.66
453,Margate,GB,1658532325,51.3813,1.3862,79,84,63.9,1.99
454,Nānākuli,US,1658532206,21.3906,-158.1547,20,47,89.55,11.5
455,Tourlaville,FR,1658532325,49.6383,-1.5664,100,94,62.02,5.75
456,Sooke,CA,1658532325,48.3746,-123.7276,36,70,73.38,27.63
457,Nhulunbuy,AU,1658532326,-12.2333,136.7667,69,78,70.41,4.61
458,Sarkand,KZ,1658532326,45.41,79.9186,2,35,71.13,5.28
459,Whitehorse,CA,1658532152,60.7161,-135.0538,100,58,56.17,13.0
460,Gornopravdinsk,RU,1658532327,60.05,69.9,55,94,48.04,3.67
461,Yulara,AU,1658532327,-25.2406,130.9889,7,35,55.94,7.25
462,Torres,BR,1658532327,-29.3353,-49.7269,76,84,69.82,0.43
463,Baharly,TM,1658532328,38.4362,57.4316,0,58,85.26,5.82
464,Dalvik,IS,1658532328,65.9702,-18.5286,54,90,48.13,3.22
465,Pandan,PH,1658532329,14.0453,124.1694,100,84,82.17,3.91
466,Morros,BR,1658532329,-9.4467,-46.3003,3,31,76.44,4.85
467,Ratnagiri,IN,1658532329,16.9833,73.3,100,82,78.84,6.46
468,Isangel,VU,1658532330,-19.55,169.2667,75,83,78.91,1.14
469,Ixtapa,MX,1658532330,20.7,-105.2,75,51,92.23,6.91
470,Tutóia,BR,1658532330,-2.7619,-42.2744,67,78,80.47,11.65
471,Chicama,PE,1658532151,-7.8447,-79.1469,5,78,59.54,8.75
472,Mabaruma,GY,1658532331,8.2,-59.7833,12,89,75.22,3.15
473,Birin,NP,1658532331,26.8865,88.0718,97,86,64.45,4.76
474,Vite,IN,1658532332,17.2833,74.55,100,90,70.34,10.71
475,Lüderitz,NA,1658532332,-26.6481,15.1594,49,68,58.12,15.12
476,Kieta,PG,1658532332,-6.2167,155.6333,4,62,83.73,3.58
477,Wahpeton,US,1658532333,46.2652,-96.6059,0,35,92.12,0.0
478,Kurunegala,LK,1658532333,7.4863,80.3623,89,95,73.8,5.61
479,Gouré,NE,1658532127,13.9835,10.2704,92,52,86.2,6.26
480,Trojes,AL,1658532334,41.756,19.962,0,44,70.56,5.86
481,Khulo,GE,1658532334,41.644,42.3129,45,95,53.17,1.01
482,Phuket,TH,1658532334,8.0,98.25,75,89,84.13,2.3
483,Goshāinganj,IN,1658532335,26.5833,82.3833,100,79,82.45,13.0
484,Henderson,US,1658532072,36.0397,-114.9819,0,11,114.24,8.05
485,Cartagena del Chairá,CO,1658532335,1.3349,-74.8429,97,79,77.07,2.3
486,Goderich,CA,1658532149,43.7501,-81.7165,0,42,82.9,8.05
487,Karratha,AU,1658532336,-20.7377,116.8463,0,60,67.71,8.55
488,Tahlequah,US,1658532336,35.9154,-94.97,0,23,97.02,8.05
489,Arlit,NE,1658532337,18.7369,7.3853,71,31,94.06,24.11
490,Henties Bay,NA,1658532337,-22.116,14.2845,0,81,57.9,6.15
491,Alexander City,US,1658532192,32.944,-85.9539,75,74,85.5,0.0
492,Mahibadhoo,MV,1658532076,3.7833,72.9667,100,75,82.08,16.6
493,Kangaatsiaq,GL,1658532338,68.3065,-53.4641,100,93,40.73,8.77
494,Payo,ID,1658532338,-3.7508,103.6372,93,98,71.74,2.01
495,Youghal,IE,1658532338,51.95,-7.8506,100,100,62.55,10.63
496,Sindal,DK,1658532339,57.4712,10.2031,90,81,60.53,5.41
497,Alexandria,EG,1658532303,31.2156,29.9553,0,71,77.54,9.04
498,Grand Forks,US,1658532339,47.9417,-97.4337,20,40,87.53,9.22
499,Ambatondrazaka,MG,1658532340,-17.8333,48.4167,73,79,58.71,6.33
500,Natchitoches,US,1658532340,31.7668,-93.1335,0,69,83.25,0.0
501,Butajīra,ET,1658532340,8.1167,38.3667,52,81,59.02,4.43
502,Lavrentiya,RU,1658532341,65.5833,-171.0,100,87,44.28,10.92
503,Ponta Delgada,PT,1658532341,37.7333,-25.6667,20,88,75.51,3.44
504,Suez,EG,1658532342,29.9737,32.5263,2,77,74.62,9.64
505,Nouadhibou,MR,1658532342,20.931,-17.0347,20,88,76.98,8.05
506,Ust'-Kut,RU,1658532342,56.7938,105.7672,100,96,61.25,2.21
507,Union City,US,1658532343,37.5958,-122.0192,0,46,97.79,17.27
508,Quatre Cocos,MU,1658532139,-20.2078,57.7625,17,79,68.11,13.69
509,Bowen,AU,1658532343,-20.0167,148.2333,0,61,62.65,5.17
510,Kasempa,ZM,1658532343,-13.4584,25.8338,77,47,61.7,7.49
511,Nuuk,GL,1658532344,64.1835,-51.7216,20,81,48.81,5.75
512,Port Augusta,AU,1658532344,-32.5,137.7667,43,71,54.7,9.44
513,Nanortalik,GL,1658532345,60.1432,-45.2371,23,84,46.65,4.07
514,Palmas Bellas,PA,1658532345,9.2319,-80.0867,100,82,79.25,0.81
515,Yerbogachën,RU,1658532345,61.2767,108.0108,99,69,66.47,4.43
516,Burns Lake,CA,1658532346,54.2331,-125.7533,19,32,72.82,5.57
517,Vila Franca do Campo,PT,1658532346,37.7167,-25.4333,78,81,75.2,1.52
518,Penzance,GB,1658532347,50.1186,-5.5371,45,79,59.68,9.89
519,Hamilton,US,1658532225,39.1834,-84.5333,0,50,93.42,8.05
520,Repnoye,RU,1658532347,51.5921,43.1861,89,88,59.04,5.93
521,Aswān,EG,1658532347,24.0934,32.907,71,21,87.55,13.71
522,Dumas,US,1658532348,35.8656,-101.9732,0,26,97.61,10.36
523,Thanh Hoa,VN,1658532223,19.8,105.7667,99,93,76.78,2.77
524,Ojinaga,MX,1658532348,29.5667,-104.4167,100,58,100.58,5.75
525,Yuanping,CN,1658532349,38.7153,112.7575,0,70,63.3,0.13
526,Srandakan,ID,1658532349,-7.9386,110.2506,87,88,73.58,4.74
527,Abu Dhabi,AE,1658532349,24.4667,54.3667,0,51,100.51,3.44
528,Bandarbeyla,SO,1658532319,9.4942,50.8122,37,78,77.13,29.64
529,Lorengau,PG,1658532350,-2.0226,147.2712,33,78,82.89,10.38
530,Synya,RU,1658532350,65.3718,58.0387,55,88,41.22,3.42
531,Manta,EC,1658532326,-0.95,-80.7333,20,78,74.98,10.36
532,Alofi,NU,1658532351,-19.0595,-169.9187,80,78,78.69,6.91
533,Cap-aux-Meules,CA,1658532351,47.3821,-61.8597,20,78,77.05,9.22
534,Ulladulla,AU,1658532351,-35.35,150.4667,81,85,55.04,5.77
535,Abu Kamal,SY,1658532352,34.4506,40.9171,0,17,87.55,9.84
536,Mangan,IN,1658532352,27.5167,88.5333,100,92,75.0,3.09
537,Guiglo,CI,1658532353,6.5456,-7.4966,100,78,72.99,5.86
538,Coos Bay,US,1658532238,43.3665,-124.2179,0,79,74.98,20.71
539,Esperance,AU,1658532353,-33.8667,121.9,62,67,55.56,16.49
540,Moroni,KM,1658532354,-11.7022,43.2551,3,76,73.74,4.45
541,Lander,US,1658532354,42.833,-108.7307,0,20,92.16,12.66
542,Almaznyy,RU,1658532354,48.0448,40.045,72,87,56.98,4.61
543,Linxia Chengguanzhen,CN,1658532355,35.6003,103.2064,0,60,56.98,4.81
544,Ljig,RS,1658532309,44.2301,20.2382,0,24,73.09,5.14
545,Kvam,NO,1658532355,61.6656,9.6898,94,78,56.34,2.93
546,Beloha,MG,1658532356,-25.1667,45.05,0,77,63.59,9.15
547,São Sebastião,BR,1658532356,-23.76,-45.4097,3,83,66.47,5.41
548,Celestún,MX,1658532356,20.8667,-90.4,30,70,86.0,16.55
549,Markala,ML,1658532357,13.7021,-6.0659,70,57,85.23,2.84
550,Newport,GB,1658532357,51.5877,-2.9984,20,79,62.64,6.69
551,Merauke,ID,1658532358,-8.4667,140.3333,100,88,76.51,10.92
552,Aksu,CN,1658532358,41.1231,80.2644,0,24,78.55,1.28
553,Bereda,ES,1658532358,43.2686,-7.5406,13,98,59.14,5.44
554,Todos Santos,MX,1658532359,23.45,-110.2167,77,77,100.31,7.43
555,Porto-Novo,BJ,1658532359,6.4965,2.6036,98,85,78.62,7.23
556,Buala,SB,1658532360,-8.145,159.5921,15,72,83.66,5.61
557,Newtownards,GB,1658532360,54.5924,-5.6909,82,85,57.15,3.44
558,Tubualá,PA,1658532360,9.5167,-79.0333,100,81,80.2,2.42
559,Myaundzha,RU,1658532361,63.0494,147.1858,71,56,65.17,2.21
560,San Clemente,US,1658532287,33.427,-117.612,82,71,93.72,5.01
561,Khovd,MN,1658532131,48.0056,91.6419,35,54,60.96,6.22
562,Simao,CN,1658532361,22.7886,100.9748,77,98,63.45,2.3
563,Cassilândia,BR,1658532361,-19.1133,-51.7342,3,38,71.83,4.88
564,Luanda,AO,1658532285,-8.8368,13.2343,75,94,68.0,2.3
565,Pithāpuram,IN,1658532362,17.1167,82.2667,100,90,77.54,8.75
566,Bilibino,RU,1658532362,68.0546,166.4372,25,57,45.21,6.22
567,Kilindoni,TZ,1658532363,-7.9139,39.6668,2,77,75.33,16.6
568,Mil'kovo,RU,1658532363,54.7167,158.6167,97,64,57.2,4.38
569,Sabha,LY,1658532364,27.0377,14.4283,0,22,80.74,8.95
570,Kumul,CN,1658532138,42.8,93.45,0,19,79.09,3.83
571,Nador,MA,1658532364,35.174,-2.9287,100,89,79.05,3.44
572,Astara,AZ,1658532225,38.5,48.6667,0,54,65.1,3.98
573,Shubarshi,KZ,1658532365,48.5872,57.1869,71,55,71.83,4.99
574,Rockland,US,1658532365,41.1668,-74.0496,38,63,84.58,4.99
575,Russell,US,1658532365,32.3502,-85.1999,75,94,76.37,5.75
576,Sanok,PL,1658532365,49.5557,22.2056,57,84,62.28,2.33
577,Panacan,PH,1658532366,9.2463,118.4082,93,84,80.53,5.21
578,Paramonga,PE,1658532366,-10.6667,-77.8333,31,83,62.58,9.13
579,Saucillo,MX,1658532367,28.0167,-105.2833,99,23,94.32,10.42
580,Khasan,RU,1658532367,42.4308,130.6434,100,96,65.44,5.55
581,Leopold,AU,1658532368,-38.1833,144.4667,100,88,52.83,13.8
582,Māngrol,IN,1658532368,21.1167,70.1167,90,82,80.71,16.15
583,Araouane,ML,1658532368,18.9048,-3.5265,67,33,93.81,13.24
584,Gunjur,GM,1658532369,13.2019,-16.7339,100,88,78.49,19.6
585,Gondanglegi,ID,1658532369,-7.7479,112.0132,34,88,72.05,9.95
586,Zhigansk,RU,1658532369,66.7697,123.3711,100,88,54.54,5.97
587,Jonesboro,US,1658532370,35.8423,-90.7043,0,46,95.81,6.91
588,Kushmurun,KZ,1658532370,52.4503,64.6311,7,70,61.66,4.65
589,Torbeyevo,RU,1658532371,54.0797,43.2473,93,93,59.45,7.61
590,Kisangani,CD,1658532371,0.5167,25.2,100,94,71.92,2.62
591,Haapiti,PF,1658532371,-17.5667,-149.8667,6,76,83.93,7.94
592,Mahon,ES,1658532372,39.8885,4.2658,0,94,77.56,5.75
